Date,open,high,low,close
1/7/2020 13:15,1441.35,1442.8,1437.15,1438
1/7/2020 13:30,1438,1442.55,1436,1441.1
1/7/2020 13:45,1441.1,1445.1,1440.95,1441.75
1/7/2020 14:00,1441.75,1453.25,1441.1,1453
1/7/2020 14:15,1453.15,1458,1451.6,1453.5
1/7/2020 14:30,1453.5,1464,1453.25,1458.85
1/7/2020 14:45,1458.85,1458.85,1453.35,1455.5
1/7/2020 15:00,1455.5,1456,1452.6,1455
1/7/2020 15:15,1454.95,1460,1452.55,1453.1
1/8/2020 9:15,1435,1449.25,1435,1443.6
1/8/2020 9:30,1443.6,1457.45,1440.1,1455.2
1/8/2020 9:45,1454.6,1464,1454.6,1460.25
1/8/2020 10:00,1460.25,1470.55,1459.05,1468.5
1/8/2020 10:15,1468.5,1477,1468.5,1472
1/8/2020 10:30,1472.55,1474.1,1466.2,1466.3
1/8/2020 10:45,1466.3,1467.05,1463.75,1465.9
1/8/2020 11:00,1465.9,1465.95,1459.1,1460.75
1/8/2020 11:15,1460.5,1465.45,1460.1,1462.75
1/8/2020 11:30,1462.75,1463.9,1461,1461
1/8/2020 11:45,1460.8,1462.75,1457.5,1461.25
1/8/2020 12:00,1461.25,1462.8,1460.5,1462
1/8/2020 12:15,1461.9,1462,1459.05,1459.95
1/8/2020 12:30,1460,1466.95,1459,1462.7
1/8/2020 12:45,1462.7,1469.45,1462.7,1468
1/8/2020 13:00,1468,1473.1,1467.95,1471
1/8/2020 13:15,1470.95,1470.95,1467.4,1469.45
1/8/2020 13:30,1469.45,1470.9,1468,1468
1/8/2020 13:45,1468.85,1469,1468,1468.95
1/8/2020 14:00,1468.95,1469,1466.05,1466.35
1/8/2020 14:15,1466.35,1466.65,1460.15,1461.8
1/8/2020 14:30,1461.75,1465.9,1460.55,1465
1/8/2020 14:45,1465,1466.85,1461.1,1466
1/8/2020 15:00,1465.95,1466.75,1462,1464.25
1/8/2020 15:15,1464.25,1464.7,1459.35,1460.15
1/9/2020 9:15,1478,1479.75,1470.9,1472.4
1/9/2020 9:30,1472.4,1485,1472.4,1484.35
1/9/2020 9:45,1484.65,1488.45,1481.45,1486.6
1/9/2020 10:00,1486.6,1489.5,1482.8,1484.45
1/9/2020 10:15,1484.45,1486.85,1481.85,1482.1
1/9/2020 10:30,1482.1,1484.85,1480,1484.3
1/9/2020 10:45,1484.3,1485,1482.45,1483
1/9/2020 11:00,1483,1484,1477,1482
1/9/2020 11:15,1482,1484.95,1479.05,1480.75
1/9/2020 11:30,1480.05,1481,1480,1480.5
1/9/2020 11:45,1480.45,1483,1480.05,1482.5
1/9/2020 12:00,1482.05,1483,1481.8,1483
1/9/2020 12:15,1482.95,1484.95,1482.25,1484.9
1/9/2020 12:30,1484.4,1487.3,1483.5,1487.3
1/9/2020 12:45,1487.3,1488,1485.2,1485.65
1/9/2020 13:00,1485.65,1486.6,1483.75,1485.35
1/9/2020 13:15,1484.7,1491.25,1484.4,1489
1/9/2020 13:30,1489,1490,1480.75,1481.4
1/9/2020 13:45,1480.55,1481.4,1475,1476.3
1/9/2020 14:00,1476.25,1480.35,1475.25,1479.2
1/9/2020 14:15,1478.9,1480.55,1477.35,1480.5
1/9/2020 14:30,1480.05,1483.95,1478.7,1483.6
1/9/2020 14:45,1483.05,1484.9,1482,1484.5
1/9/2020 15:00,1484.5,1488.3,1484.5,1486
1/9/2020 15:15,1486,1488.9,1481.25,1483.9
1/10/2020 9:15,1495,1498,1489,1496.7
1/10/2020 9:30,1496.75,1497.55,1487.25,1493
1/10/2020 9:45,1493,1515.9,1491.9,1508.7
1/10/2020 10:00,1509.75,1518.9,1508.7,1515.1
1/10/2020 10:15,1515.15,1517.4,1514.5,1517.05
1/10/2020 10:30,1517.05,1523.25,1516,1521.75
1/10/2020 10:45,1522.85,1524.95,1517,1519
1/10/2020 11:00,1519,1522.95,1517.85,1521.9
1/10/2020 11:15,1521.65,1523,1521,1522.3
1/10/2020 11:30,1522.3,1522.75,1517.1,1518.45
1/10/2020 11:45,1519,1521.6,1518.45,1519.8
1/10/2020 12:00,1519.8,1520.7,1519,1520.3
1/10/2020 12:15,1520.3,1523.8,1519,1520.75
1/10/2020 12:30,1520.75,1521.75,1519.9,1521.75
1/10/2020 12:45,1521.75,1523,1520.3,1521.5
1/10/2020 13:00,1521.5,1521.5,1513.4,1516.75
1/10/2020 13:15,1516.75,1519,1515.35,1516.85
1/10/2020 13:30,1517,1517,1510.5,1511.1
1/10/2020 13:45,1511,1512,1509.8,1510.3
1/10/2020 14:00,1510.3,1512.45,1508,1509.7
1/10/2020 14:15,1509.7,1511.5,1508.05,1509.8
1/10/2020 14:30,1509.8,1518,1508.45,1512.45
1/10/2020 14:45,1512.45,1513.6,1507.5,1509.95
1/10/2020 15:00,1510,1515,1509.75,1511.65
1/10/2020 15:15,1511.6,1512.2,1508.1,1510
1/13/2020 9:15,1518.85,1530.7,1514.45,1519.5
1/13/2020 9:30,1519.5,1522.7,1517.1,1518
1/13/2020 9:45,1518.7,1520,1514.75,1518.95
1/13/2020 10:00,1518.95,1527.55,1517.2,1527.55
1/13/2020 10:15,1527.55,1529,1523.7,1524.1
1/13/2020 10:30,1524.5,1526.75,1524,1525.45
1/13/2020 10:45,1525.45,1528,1523,1526.85
1/13/2020 11:00,1526.9,1526.9,1522,1523.2
1/13/2020 11:15,1522.5,1526,1522.5,1525.2
1/13/2020 11:30,1525.2,1525.55,1522.5,1525.5
1/13/2020 11:45,1525.45,1526.7,1523.75,1525
1/13/2020 12:00,1525,1525,1519.7,1522.35
1/13/2020 12:15,1522.25,1524.7,1522.2,1524
1/13/2020 12:30,1523.95,1526.05,1523,1525
1/13/2020 12:45,1525,1527.55,1524.6,1526.05
1/13/2020 13:00,1526.1,1526.45,1523.2,1523.2
1/13/2020 13:15,1523.2,1526,1522.45,1524.6
1/13/2020 13:30,1524.6,1524.6,1522.3,1522.85
1/13/2020 13:45,1523.3,1524,1522.6,1524
1/13/2020 14:00,1524,1524,1521,1523.3
1/13/2020 14:15,1523.3,1526.95,1523,1525.75
1/13/2020 14:30,1525.7,1529.4,1525.7,1528.7
1/13/2020 14:45,1528.7,1530.6,1527.05,1528
1/13/2020 15:00,1528.05,1528.15,1523.25,1525.1
1/13/2020 15:15,1525.1,1527.8,1523.55,1524
1/14/2020 9:15,1527,1528,1521,1522.5
1/14/2020 9:30,1522.5,1523.6,1519.5,1521.5
1/14/2020 9:45,1521.5,1522.55,1517.3,1520.4
1/14/2020 10:00,1520.4,1521,1518.05,1521
1/14/2020 10:15,1521,1533.5,1520.55,1531.15
1/14/2020 10:30,1531.4,1534,1528.85,1531.4
1/14/2020 10:45,1531.4,1531.6,1524,1525
1/14/2020 11:00,1524.35,1528.2,1524.35,1525
1/14/2020 11:15,1525,1525,1521.8,1523.05
1/14/2020 11:30,1523.05,1525,1523.05,1524.35
1/14/2020 11:45,1524.2,1525.3,1522,1524
1/14/2020 12:00,1524,1528.9,1523.35,1527.15
1/14/2020 12:15,1527.15,1530.95,1527.15,1528.35
1/14/2020 12:30,1528.35,1528.45,1525.25,1526.15
1/14/2020 12:45,1525.6,1525.9,1522.85,1522.85
1/14/2020 13:00,1522.85,1522.9,1518.1,1518.5
1/14/2020 13:15,1518.5,1520,1518.1,1519.9
1/14/2020 13:30,1519.9,1520,1518.05,1519.9
1/14/2020 13:45,1519.9,1520,1515.15,1518.2
1/14/2020 14:00,1518.2,1518.65,1512.2,1515
1/14/2020 14:15,1514.4,1517.4,1513.35,1517.4
1/14/2020 14:30,1517.35,1518.45,1513.55,1516.5
1/14/2020 14:45,1516.5,1517.6,1513.65,1515
1/14/2020 15:00,1515,1515.9,1513.05,1513.6
1/14/2020 15:15,1513.6,1517,1511.75,1517
1/15/2020 9:15,1511.9,1512.3,1501,1505.35
1/15/2020 9:30,1505.35,1507.8,1500.4,1501.6
1/15/2020 9:45,1501.6,1503.55,1498.8,1501.5
1/15/2020 10:00,1501.5,1502.1,1499.85,1500.35
1/15/2020 10:15,1500.35,1501.95,1500,1500.1
1/15/2020 10:30,1500.1,1501,1496.5,1499.65
1/15/2020 10:45,1499.65,1502,1498.7,1499.65
1/15/2020 11:00,1499.65,1501.55,1498.5,1499.4
1/15/2020 11:15,1499.4,1500.4,1497.45,1497.8
1/15/2020 11:30,1497.8,1500,1495.5,1500
1/15/2020 11:45,1499.65,1500.95,1494.6,1496.8
1/15/2020 12:00,1496.8,1496.8,1491.15,1493.35
1/15/2020 12:15,1493.35,1495.45,1491.05,1491.15
1/15/2020 12:30,1491.15,1492,1488,1488.3
1/15/2020 12:45,1488.35,1493.15,1488.2,1492.3
1/15/2020 13:00,1492.35,1496.7,1492.25,1495.65
1/15/2020 13:15,1495.65,1497.5,1495.65,1497
1/15/2020 13:30,1496.6,1497.8,1492.4,1493.55
1/15/2020 13:45,1493.55,1497.8,1492.95,1496.6
1/15/2020 14:00,1495.8,1502.25,1490.85,1492.3
1/15/2020 14:15,1492.45,1516.8,1492,1513.1
1/15/2020 14:30,1513.1,1515.75,1508.1,1508.2
1/15/2020 14:45,1508.2,1513,1508.2,1511
1/15/2020 15:00,1510.6,1514.6,1510.25,1512.6
1/15/2020 15:15,1512.3,1532.15,1510.6,1532.15
1/16/2020 9:15,1525.2,1529.65,1520,1523.3
1/16/2020 9:30,1523.3,1528,1521.4,1521.45
1/16/2020 9:45,1521.45,1522.7,1513.05,1513.05
1/16/2020 10:00,1513.7,1523,1512.75,1516
1/16/2020 10:15,1516,1517,1507.5,1508.05
1/16/2020 10:30,1508.05,1513.2,1506.25,1507.5
1/16/2020 10:45,1507.5,1509.5,1507,1507.35
1/16/2020 11:00,1507.35,1507.95,1504.4,1505.2
1/16/2020 11:15,1505.2,1511.9,1505.2,1507.15
1/16/2020 11:30,1507.15,1514.1,1507,1514.1
1/16/2020 11:45,1514.1,1516.45,1498.35,1504.5
1/16/2020 12:00,1504.85,1504.95,1494,1496.05
1/16/2020 12:15,1496.05,1501.8,1495,1501.3
1/16/2020 12:30,1501.3,1505.85,1500.75,1505
1/16/2020 12:45,1504.5,1505,1501.75,1504.65
1/16/2020 13:00,1504.65,1507.35,1504.55,1507.25
1/16/2020 13:15,1507.25,1509.3,1506.15,1507.8
1/16/2020 13:30,1507.8,1508.1,1505.45,1506.2
1/16/2020 13:45,1506.2,1508.85,1506.2,1507.6
1/16/2020 14:00,1507.6,1508,1505.5,1505.7
1/16/2020 14:15,1505.7,1506.45,1503,1503.25
1/16/2020 14:30,1503,1507,1503,1503.45
1/16/2020 14:45,1503.45,1506.5,1502.05,1505
1/16/2020 15:00,1505,1508,1503.15,1506.25
1/16/2020 15:15,1506.25,1506.6,1500.4,1504.8
1/17/2020 9:15,1504.5,1514.8,1494.3,1510.4
1/17/2020 9:30,1510.4,1514,1507.15,1510
1/17/2020 9:45,1510,1513.7,1508,1513.7
1/17/2020 10:00,1513.7,1517.2,1511.1,1513.65
1/17/2020 10:15,1513.65,1514,1510.6,1510.8
1/17/2020 10:30,1510.8,1518.95,1510.8,1518.1
1/17/2020 10:45,1518.1,1522.6,1518,1521.45
1/17/2020 11:00,1521.95,1521.95,1518,1519
1/17/2020 11:15,1519,1519.8,1517.5,1517.95
1/17/2020 11:30,1517.95,1518,1512.9,1514.9
1/17/2020 11:45,1514.9,1515.65,1511,1514.8
1/17/2020 12:00,1514.8,1516.7,1513.1,1516.25
1/17/2020 12:15,1516.7,1518,1513.95,1516.65
1/17/2020 12:30,1516.65,1516.9,1514.05,1515.55
1/17/2020 12:45,1515.55,1515.65,1513.1,1514.05
1/17/2020 13:00,1514.05,1516.45,1514,1514.5
1/17/2020 13:15,1514.5,1515.35,1511,1511.85
1/17/2020 13:30,1511.85,1512.8,1510,1512.35
1/17/2020 13:45,1512.3,1514.8,1511.4,1513.85
1/17/2020 14:00,1514.45,1514.5,1513.1,1514.05
1/17/2020 14:15,1514.05,1515,1510.15,1512.3
1/17/2020 14:30,1512.95,1517,1512,1516.05
1/17/2020 14:45,1516.05,1517,1512.5,1515.35
1/17/2020 15:00,1515.4,1515.5,1510.7,1512.2
1/17/2020 15:15,1512.15,1514.45,1508.15,1509
1/20/2020 9:15,1517.8,1517.8,1507.35,1512.7
1/20/2020 9:30,1512.7,1517.3,1510.75,1513.95
1/20/2020 9:45,1513.95,1515.05,1505.6,1508
1/20/2020 10:00,1508,1508.9,1503.3,1506.8
1/20/2020 10:15,1506.8,1508,1503.9,1506.25
1/20/2020 10:30,1506.25,1506.8,1500.5,1502
1/20/2020 10:45,1502,1507.85,1501,1505.95
1/20/2020 11:00,1505.95,1508,1504.1,1505.15
1/20/2020 11:15,1505.15,1508.7,1505.15,1506.85
1/20/2020 11:30,1506.85,1508.65,1506.65,1506.95
1/20/2020 11:45,1506.95,1508,1505.55,1507.95
1/20/2020 12:00,1507.95,1507.95,1504.55,1504.6
1/20/2020 12:15,1504.6,1505.25,1501.8,1503.15
1/20/2020 12:30,1503.15,1504.75,1502,1502.4
1/20/2020 12:45,1502.2,1504.9,1500.65,1501
1/20/2020 13:00,1501,1501.7,1497.1,1498.25
1/20/2020 13:15,1498.25,1503.25,1498.25,1501.25
1/20/2020 13:30,1501.25,1502.75,1498.5,1499.6
1/20/2020 13:45,1499.6,1500.85,1499,1500
1/20/2020 14:00,1500,1503.95,1499.6,1500.55
1/20/2020 14:15,1500.55,1502.6,1496.85,1497.5
1/20/2020 14:30,1498.3,1503,1498.15,1501.5
1/20/2020 14:45,1501.5,1501.95,1499,1499.65
1/20/2020 15:00,1500.5,1502.4,1496.5,1498.1
1/20/2020 15:15,1498.1,1499.6,1495.2,1497.55
1/21/2020 9:15,1494.95,1499.8,1487,1499.5
1/21/2020 9:30,1498.3,1503.25,1496.4,1498.7
1/21/2020 9:45,1498.75,1507.1,1498.05,1504.8
1/21/2020 10:00,1504.8,1509.4,1503.5,1505.6
1/21/2020 10:15,1505.6,1505.8,1503.1,1504
1/21/2020 10:30,1504,1504.1,1500.05,1500.2
1/21/2020 10:45,1500.2,1500.2,1493.6,1494.05
1/21/2020 11:00,1494.05,1499.65,1493.5,1499.65
1/21/2020 11:15,1499.65,1499.8,1496,1496.45
1/21/2020 11:30,1496.45,1501.4,1495.55,1500.1
1/21/2020 11:45,1500.1,1503,1499,1502.4
1/21/2020 12:00,1502.4,1504.45,1501.95,1502.05
1/21/2020 12:15,1502.05,1503.5,1498.4,1501.75
1/21/2020 12:30,1501.75,1502.25,1499,1499.6
1/21/2020 12:45,1499.6,1502.45,1498.6,1502.45
1/21/2020 13:00,1502.45,1502.75,1500,1500
1/21/2020 13:15,1500,1500,1497,1497
1/21/2020 13:30,1497,1497.1,1494.5,1494.9
1/21/2020 13:45,1494.9,1497.5,1494.5,1497.45
1/21/2020 14:00,1497.45,1497.45,1492.25,1495
1/21/2020 14:15,1495,1497.3,1493,1494.15
1/21/2020 14:30,1494.15,1501.65,1494.15,1500.5
1/21/2020 14:45,1500.5,1507.6,1499.5,1501.4
1/21/2020 15:00,1501.4,1502.95,1491.6,1494.9
1/21/2020 15:15,1494.9,1500,1493.4,1500
1/22/2020 9:15,1507.95,1518,1502.1,1515.7
1/22/2020 9:30,1515.7,1516.4,1512.35,1514.5
1/22/2020 9:45,1513.8,1521.75,1513.5,1519.8
1/22/2020 10:00,1519.8,1519.9,1515.65,1516.1
1/22/2020 10:15,1516.1,1521.25,1515,1516.9
1/22/2020 10:30,1517,1524.65,1514,1521.95
1/22/2020 10:45,1522,1532,1521.2,1527.55
1/22/2020 11:00,1527.55,1530,1526,1527
1/22/2020 11:15,1527,1531,1526,1531
1/22/2020 11:30,1530.85,1531,1526.55,1528.6
1/22/2020 11:45,1528.6,1537,1527.5,1535.8
1/22/2020 12:00,1536.1,1536.35,1531.1,1532.25
1/22/2020 12:15,1532.25,1533,1530,1531.55
1/22/2020 12:30,1531.55,1531.55,1527.55,1528.25
1/22/2020 12:45,1528.4,1529.55,1523,1528.15
1/22/2020 13:00,1528.15,1531.35,1524,1527.15
1/22/2020 13:15,1527.15,1532.8,1525.2,1532.8
1/22/2020 13:30,1532,1533.9,1531.3,1533.5
1/22/2020 13:45,1533.4,1535.55,1532.6,1535
1/22/2020 14:00,1535,1535.6,1527.3,1527.3
1/22/2020 14:15,1527.95,1528,1517.45,1518.75
1/22/2020 14:30,1518.75,1520,1517.4,1520
1/22/2020 14:45,1520,1537,1519.95,1531.7
1/22/2020 15:00,1531.7,1532.5,1523.65,1524.5
1/22/2020 15:15,1524.8,1525.9,1517.35,1525
1/23/2020 9:15,1526.25,1535.9,1525,1533
1/23/2020 9:30,1532.95,1544,1531.85,1541.85
1/23/2020 9:45,1541.85,1544.9,1536.75,1537.6
1/23/2020 10:00,1537.15,1543,1537.15,1542
1/23/2020 10:15,1541.35,1547.5,1541.25,1544.2
1/23/2020 10:30,1544.2,1544.45,1539,1542
1/23/2020 10:45,1542,1542,1541.1,1541.9
1/23/2020 11:00,1542,1544.9,1541,1543.85
1/23/2020 11:15,1543.85,1543.85,1540.8,1541.95
1/23/2020 11:30,1541.95,1543.4,1541.5,1541.55
1/23/2020 11:45,1541.55,1542,1536.9,1538.65
1/23/2020 12:00,1538.7,1541.45,1538.1,1538.9
1/23/2020 12:15,1538.2,1541.25,1536.2,1537.8
1/23/2020 12:30,1537.3,1541.45,1537.3,1539.35
1/23/2020 12:45,1539.35,1541.9,1536.6,1541.85
1/23/2020 13:00,1541.9,1542.85,1540.55,1541.4
1/23/2020 13:15,1541.4,1542.35,1539.85,1540.7
1/23/2020 13:30,1540.7,1544.5,1540,1542.2
1/23/2020 13:45,1542,1543,1540,1540.25
1/23/2020 14:00,1540.25,1546.75,1540.25,1543.55
1/23/2020 14:15,1543.6,1554.65,1542.5,1554
1/23/2020 14:30,1553.45,1554.9,1550.25,1551.25
1/23/2020 14:45,1551.25,1552.5,1548.65,1550.3
1/23/2020 15:00,1550.3,1552.45,1546,1546.3
1/23/2020 15:15,1546,1552.1,1545,1550
1/24/2020 9:15,1551.75,1558.1,1542.8,1554.45
1/24/2020 9:30,1555.5,1563,1554.45,1560.55
1/24/2020 9:45,1560.55,1560.55,1548.1,1558.15
1/24/2020 10:00,1558.8,1561.9,1555,1561.2
1/24/2020 10:15,1561.25,1561.9,1555.5,1556.45
1/24/2020 10:30,1556.45,1556.5,1551.05,1555.1
1/24/2020 10:45,1555.1,1556,1554.45,1555
1/24/2020 11:00,1555,1556.2,1555,1555.3
1/24/2020 11:15,1555.3,1555.6,1548.15,1548.5
1/24/2020 11:30,1548.5,1554.3,1548.5,1552.55
1/24/2020 11:45,1552.55,1553,1549.8,1550.95
1/24/2020 12:00,1550.95,1554.8,1550.5,1554.8
1/24/2020 12:15,1554.8,1558,1553.95,1556.05
1/24/2020 12:30,1557,1559.9,1556.05,1558
1/24/2020 12:45,1558,1558.9,1556.05,1556.6
1/24/2020 13:00,1556.6,1557.45,1553.2,1554.4
1/24/2020 13:15,1554.4,1558.15,1554.05,1556.3
1/24/2020 13:30,1556.3,1558.4,1555,1555
1/24/2020 13:45,1555,1556.95,1547,1550
1/24/2020 14:00,1550,1565,1545.5,1565
1/24/2020 14:15,1565.25,1568,1560.55,1561.35
1/24/2020 14:30,1561.35,1566.95,1556.2,1564.35
1/24/2020 14:45,1564.35,1570.7,1562.55,1569.9
1/24/2020 15:00,1569.8,1570.65,1561.7,1566
1/24/2020 15:15,1566,1567.85,1562.75,1563.1
1/27/2020 9:15,1555,1563.1,1550.05,1559.4
1/27/2020 9:30,1559.4,1579.55,1559,1575
1/27/2020 9:45,1575,1576.8,1568,1574.5
1/27/2020 10:00,1574.05,1577.95,1570.25,1573.7
1/27/2020 10:15,1573,1575.3,1569.6,1572.1
1/27/2020 10:30,1572.05,1572.5,1568.85,1569.1
1/27/2020 10:45,1569.1,1569.8,1565.5,1565.5
1/27/2020 11:00,1565.8,1574.5,1565.05,1574.5
1/27/2020 11:15,1573.9,1574.6,1567.05,1568.85
1/27/2020 11:30,1568.85,1570,1566,1568.75
1/27/2020 11:45,1568.75,1574.45,1568.6,1569.95
1/27/2020 12:00,1569.95,1570.6,1566.5,1568.4
1/27/2020 12:15,1568.4,1569.6,1566,1566
1/27/2020 12:30,1566,1566.95,1563.5,1563.55
1/27/2020 12:45,1563.5,1566.6,1563.5,1565.5
1/27/2020 13:00,1565.5,1566.05,1563.55,1563.55
1/27/2020 13:15,1563.55,1564.55,1560.25,1561.5
1/27/2020 13:30,1561.5,1563.45,1560,1561
1/27/2020 13:45,1561,1564.25,1560.1,1561.75
1/27/2020 14:00,1561.75,1562.95,1553,1555.25
1/27/2020 14:15,1555.25,1555.9,1551,1552
1/27/2020 14:30,1552,1554.6,1550.2,1551.7
1/27/2020 14:45,1551.7,1554.8,1549,1552
1/27/2020 15:00,1552,1552.85,1546.55,1551.85
1/27/2020 15:15,1551.85,1552.45,1544.2,1549.95
1/28/2020 9:15,1554.9,1554.9,1534.3,1545.75
1/28/2020 9:30,1545.5,1558,1545.4,1557
1/28/2020 9:45,1557,1567.9,1556.55,1566
1/28/2020 10:00,1566,1567,1563.05,1565.8
1/28/2020 10:15,1565.85,1574.4,1564.2,1572.7
1/28/2020 10:30,1572.7,1572.7,1564.2,1569.25
1/28/2020 10:45,1569.25,1573,1569,1572.4
1/28/2020 11:00,1572.4,1572.7,1568.3,1570.15
1/28/2020 11:15,1570.1,1573.9,1566.3,1572.8
1/28/2020 11:30,1572.8,1576.55,1572.8,1573.5
1/28/2020 11:45,1573.5,1573.5,1566.5,1568.6
1/28/2020 12:00,1568.6,1570.4,1566.45,1568.8
1/28/2020 12:15,1568.8,1572.9,1568.25,1572
1/28/2020 12:30,1572,1572,1568.1,1570.4
1/28/2020 12:45,1570,1571.9,1569.6,1571
1/28/2020 13:00,1571,1572.95,1570.15,1572.65
1/28/2020 13:15,1572.65,1572.65,1568.65,1568.65
1/28/2020 13:30,1569.4,1570.6,1566.6,1567
1/28/2020 13:45,1567,1567.8,1563,1563.5
1/28/2020 14:00,1563.5,1565,1560,1562
1/28/2020 14:15,1560.05,1563,1560,1560.8
1/28/2020 14:30,1560.8,1561.65,1555.7,1558.85
1/28/2020 14:45,1558.85,1560,1551.1,1559.4
1/28/2020 15:00,1559.4,1565,1559.1,1562.7
1/28/2020 15:15,1561.55,1563.5,1559.25,1559.95
1/29/2020 9:15,1564.25,1574,1564.25,1566.9
1/29/2020 9:30,1566.9,1572,1565.1,1568.8
1/29/2020 9:45,1568.8,1571,1568,1568
